epoch,train_loss,val_loss
56,8.376997139195034,9.784450604102725
57,8.198751172310965,10.357592982918876
58,8.09043619508289,10.214769660731724
59,7.943854060727074,9.305032950628371
60,7.79219175004505,12.128675121598016
61,7.671390380350749,9.61346126999628
62,7.531863850475493,9.464433334132604
63,7.411442334856305,9.54895426860991
64,7.271769121805827,10.936565719241187
65,7.158398943946475,8.995992841593424
66,7.04542605968657,9.938109263029553
67,6.956534777432396,10.414568975067139
68,6.904083157493955,8.610697194126674
69,6.732129782649449,9.68873499806722
70,6.626509040759859,10.464750877162388
71,6.528465476190476,9.224439221918015
72,6.4201527590070455,10.464579069882348
73,6.336353646705264,9.441825544339135
74,6.255856502096994,9.832694659641811
75,6.175577811722528,8.885495428975423
76,6.097279967353457,7.9637420447213305
77,6.023523530178978,12.347512771497454
78,5.953177419172015,9.537666140674409
79,5.883792914072672,8.686259820556641
80,5.825161123366583,7.983802872939337
81,5.727264923931304,8.804171312313988
82,5.686986648268927,8.414519517807733
83,5.646845661817278,8.352129545738583
84,5.558421427953811,8.158415060788109
85,5.4991615152994795,7.910134114074707
86,5.456268559374128,8.620187634640649
87,5.396718926565987,8.264085032944452
88,5.339895965140206,8.1559963713873
89,5.3261895192100885,7.8968109622047065
90,5.259397603643508,10.469760288965134
91,5.226443899427141,9.59864281383696
92,5.210116670917329,9.351496896725608
93,5.159787571062361,9.01782289595831
94,5.115057339186896,7.564634259178525
95,5.056840424419585,9.25138523617699
96,5.410109930456253,7.429546104285831
97,5.022702563331241,9.562986114501953
98,4.950320049540202,11.662632265654064
99,4.903780383337112,12.481794823710123
100,4.8701257908775695,9.465631529635475
101,4.849105692400251,10.567766076260522
102,4.812609480539957,8.533327286275227
103,4.805262011864071,13.027830141957601
104,4.742472175125848,8.521105038016183
105,4.731497276524135,9.495332188306536
106,4.715730411856515,7.66537460378011
107,4.678644994935535,11.439237166958764
108,4.6353293156941735,12.050349028414772
109,4.639342971474783,11.824456299954369
110,4.615306538027808,10.212880251130604
111,4.57578244283767,12.626414760008313
112,4.543010196395147,9.561053810628255
113,4.512559267970494,8.172872143264044
114,4.466089666602725,8.61514982481457
115,4.481941755458287,8.381682107253301
116,4.442912184942337,9.235263682919458
117,4.425434931364514,9.640206854829334
118,4.416918978009905,8.967419696553549
119,4.384674194081624,8.170044632648287
120,4.368338581775483,9.720230725969587
121,4.361079361761184,8.611526159522647
122,4.3276752167474655,8.210265774027507
123,4.305522448040191,8.586456709507534
124,4.286782971227737,8.620183501543318
125,4.293459555634998,13.038538988422212
126,4.241351965767997,11.85262420668829
127,4.237415172649565,10.774603055754161
128,4.256733552696591,10.887785457974388
129,4.2103517062959215,14.404235883076986
130,4.2031905033656525,9.038518920753116
131,4.118667930748349,10.495065109180269
132,4.13516851672218,9.746532705107189
133,4.153574769083659,9.18076608334496
134,4.11867143917992,8.668710486929758
135,4.1214077872140065,7.835292329842703
136,4.067815850884574,15.361471305774508
137,4.100185162498837,7.83122952364967
138,4.109190243094308,13.60958934257144
139,4.054275341215588,9.146376080903552
140,4.0348491278693785,11.628140196772984
141,4.019401347205752,8.222137540980748
142,4.042089395904541,8.820498715718587
143,4.025677965472993,8.493029957507906
144,4.001189372180757,10.30173779849098
145,4.001127718171619,8.178110045151483
146,3.943673994700114,9.405095049322219
147,3.9689544178190683,10.10314771997361
148,3.9424502599807014,10.286171949768066
149,3.9238622302464075,9.854227359517415
150,3.902251695578439,9.77193353395008
151,3.8995965540386384,18.089237124306816
152,3.8955069240388416,7.893563905988421
153,3.876239958445231,8.71070418788365
154,3.870632200513567,7.078384323701404
155,3.8657857055845715,9.335621000526064
156,3.797706660534087,9.749325411769322
157,3.804449867738996,9.2821852709089
158,3.800416422889346,9.34423647984096
159,3.833270719764346,8.538921527826218
160,3.7988168905349005,9.946966219511486
161,3.761334944788615,11.090395107160296
162,3.732278757585798,10.107226552182151
163,3.735782903217134,9.731335370381673
164,3.7465450780596052,7.934535234360468
165,3.7336888703482494,12.093527749960764
166,3.75425517863319,9.361185673450288
167,3.6952376164027623,10.405539901297432
168,3.686083064488002,11.159716887846447
169,3.688596741830735,9.335971922084264
170,3.6322643490382602,8.853731536356609
171,3.6579347096397763,9.291079448808942
172,3.6696034712473553,15.1243015293303
173,3.6516036348978678,10.744087021527971
174,3.6345054713657925,10.489844133649553
175,3.645160458319528,11.270299432954333
176,3.6331011255718413,13.6376151230585
177,3.6617465829576763,10.561586079697381
178,3.636199433771769,17.407566261436827
179,3.576691878854661,16.56859667649042
180,3.568887315931774,10.989213498796735
181,3.5533796927134196,11.009853390648251
182,3.5112637656075614,10.007159702410016
183,3.4864280937921435,8.2661948395502
184,3.5361479514167424,9.15620671176002
185,3.512732303147089,13.670922879173641
186,3.4966264191400436,10.61951805434454
187,3.4949927499680293,13.441353731827508
188,3.49513203125,13.40219615500314
189,3.503820619655791,11.551912744721912
190,3.476960546221052,8.979281595211937
191,3.5015977529253277,12.265887783958798
192,3.479991115461077,9.703580748494467
193,3.4813559157235283,10.13173852815174
194,3.456227998043242,12.30475600949242
195,3.4357703229631698,8.61312379659017
196,3.409217502557664,12.021928305271693
197,3.3829551246461413,13.824983805120558
198,3.3893033978235154,8.902716223507836
199,3.3829140251704626,10.234444289652506
200,3.3866286349523635,9.410924286397298
201,3.4119460891178677,9.707943973795572
202,3.413175281506493,8.117952755010696
203,3.3866358802977063,10.145528369939894
204,3.3148726151420957,12.27779300762358
205,3.3246453574952626,9.67794511805943
206,3.362217193094889,10.17906886938186
207,3.3907107699802945,10.372838648042224
208,3.3391255238124304,9.219320120093936
209,3.292944052105858,9.799873426528205
210,3.311652203096662,8.744822705150787
211,3.2879886947268533,10.755952205113003
212,3.2459379954928442,8.286849358912876
213,3.307723767761957,12.508907957458495
214,3.2423553337097166,9.46669009806315
215,3.2794997766948883,10.697825814456031
216,3.2747271791730608,15.37912300807408
217,3.2299327927725656,8.711565159534272
218,3.2438175734747023,12.055879602995374
219,3.2573903166816347,11.490674861363003
